t,phase,label,ix,cmd,x,y,z,roll,pitch,yaw,roll_unw,pitch_unw,yaw_unw,ang_to_prev_deg,zone,v_tcp,v_ori,cur_x,cur_y,cur_z,cur_roll,cur_pitch,cur_yaw,post_x,post_y,post_z,post_roll,post_pitch,post_yaw
2025-10-20 17:27:44,SESSION_START,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 17:27:45,PRELOAD,,0,send_only,344.71216417910443,-54.91067164179104,162.5608208955224,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0
2025-10-20 17:27:45,PRELOAD,,1,send_only,344.71432835820895,-54.911343283582084,164.57164179104478,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0
2025-10-20 17:27:49,PIPE_ACK,,2,ack,344.7164925373134,-54.91201492537313,166.58246268656717,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0,344.71,-54.91,164.57,0.0,0.0,180.0,344.73,-54.92,166.58,0.0,0.0,180.0
2025-10-20 17:27:49,PIPE_PRELOAD,,3,send_only,344.7186567164179,-54.91268656716417,168.59328358208955,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0
2025-10-20 17:27:53,PIPE_ACK,,3,ack,344.7186567164179,-54.91268656716417,168.59328358208955,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0,344.72,-54.91,168.59,0.0,0.0,180.0,344.72,-54.91,168.59,0.0,0.0,180.0
2025-10-20 17:27:53,PIPE_PRELOAD,,4,send_only,344.72082089552237,-54.91335820895522,170.60410447761194,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0
2025-10-20 17:27:56,PIPE_ACK,,4,ack,344.72082089552237,-54.91335820895522,170.60410447761194,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0,344.72,-54.91,170.6,0.0,0.0,180.0,344.72,-54.91,170.6,0.0,0.0,180.0
2025-10-20 17:27:56,PIPE_PRELOAD,,5,send_only,344.7229850746268,-54.91402985074627,172.61492537313433,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0
2025-10-20 17:28:00,PIPE_ACK,,5,ack,344.7229850746268,-54.91402985074627,172.61492537313433,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0,344.72,-54.91,172.61,0.0,0.0,180.0,344.72,-54.91,172.62,0.0,0.0,180.0
2025-10-20 17:28:00,PIPE_PRELOAD,,6,send_only,344.72514925373133,-54.91470149253731,174.6257462686567,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0
2025-10-20 17:28:04,PIPE_ACK,,6,ack,344.72514925373133,-54.91470149253731,174.6257462686567,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0,344.73,-54.92,174.63,0.0,0.0,180.0,344.72,-54.91,174.63,0.0,0.0,180.0
2025-10-20 17:28:04,PIPE_PRELOAD,,7,send_only,344.7273134328358,-54.915373134328355,176.63656716417913,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0
2025-10-20 17:28:08,PIPE_ACK,,7,ack,344.7273134328358,-54.915373134328355,176.63656716417913,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0,344.73,-54.92,176.64,0.0,0.0,180.0,344.73,-54.92,176.64,0.0,0.0,180.0
2025-10-20 17:28:08,PIPE_PRELOAD,,8,send_only,344.7294776119403,-54.9160447761194,178.6473880597015,180.0,180.0,0.0,-180.0,-180.0,0.0,0.0,"(1.5, 8.0, 8.0)",30.0,80.0
